Title,Content,Pricetag,Image,City_name,ID_VehicleInfo
Yamaha Sirius Fi 2020,Cần b&aacute;n sirius Fi v&agrave;nh đ&uacute;c trắng đen đăng k&yacute; 2020 Xe ch&iacute;nh chủ m&aacute;y m&oacute;c nguy&ecirc;n bản chưa qua sửa chữa. Xe mua về chỉ việc đi kh&ocirc;ng cần l&agrave;m g&igrave;. Ai c&oacute; nhu cầu qua nh&agrave; m&igrave;nh test xe thoải m&aacute;i. Mua b&aacute;n tại nh&agrave; ri&ecirc;ng.,11800000,https://cdn.okxe.vn/products/376/1195376/1195376_1232_IMG_E0632_20221205115620_vRe1uu8s_m_400x400.jpg,Tp. Hà Nội,41
Brixton Scrambler 150 2021,"Đổi xe kh&aacute;c n&ecirc;n cần b&aacute;n chiếc xe Brixton 150 nhập khẩu mua năm 2021,xe nh&agrave; d&ugrave;ng k đ&acirc;m đụng va quệt m&aacute;y m&oacute;c bảo h&agrave;nh nguy&ecirc;n bản c&aacute;c b dẫn thợ đến kiểm tra thoải m&aacute;i .giấy tờ đầy đủ c&oacute; hỗ trợ sang t&ecirc;n đổi chủ ,ai c&oacute; nhu cầu lh trực tiếp",28600000,https://cdn.okxe.vn/products/375/1195375/1195375_847289_IMG_E1703_20221205115546_lk8iaMC1_m_400x400.jpg,Tp. Hà Nội,42
Honda SH Mode 125 2018,B&aacute;n nhanh chiếc sh mode 125 m&agrave;u trắng ch&iacute;nh chủ biển 29 .xe nh&agrave; đi từ mới giữ gin cẩn thận .h&igrave;nh thức d&aacute;n kin li l&ocirc;ng .b n&agrave;o c&oacute; nhu cầu lh đến nh&agrave; xem xe cụ thể#,38000000,https://cdn.okxe.vn/products/373/1195373/1195373_911586_z3655099390348_60588887d2accdb173bed8b19823c814 (1)_20221205115529_OdAgUsHI_m_400x400.jpg,Tp. Hà Nội,43
Yamaha Jupiter FI 2021,Cần b&aacute;n Yamaha Jupiter Fi trắng bản 2021.xe thường được bảo dưỡng v&agrave; thay dầu định kỳ tại h&atilde;ng. m&aacute;y nổ &ecirc;m chưa sửa chữa g&igrave; h&igrave;nh thức c&ograve;n rất mới anh chị em ai c&oacute; nhu cầu mua xe lh trực tiếp với m&igrave;nh nh&eacute;.,8500000,https://cdn.okxe.vn/products/372/1195372/1195372_956516_IMG_E2077_20221205115513_hzjJth07_m_400x400.jpg,Tp. Hà Nội,44
Ducati Monster 795 2020,"Cần b&aacute;n Ducati mini mua năm 2020.Nilong d&aacute;n chống xước từ mới n&ecirc;n anh chị cứ y&ecirc;n t&acirc;m, bảo dưỡng định k&igrave; h&agrave;ng th&aacute;ng
Mua b&aacute;n tại nh&agrave; , an ninh đảm bảo.",11300000,https://cdn.okxe.vn/products/370/1195370/1195370_1232_IMG_E4928_20221205115455_EJboLhvC_m_400x400.jpg,Tp. Hà Nội,45
Yamaha Exciter 150 2022,Xe c&oacute; giấy tờ đầy đủ sang t&ecirc;n đổi chủ nhanh gọn. M&aacute;y m&oacute;c nguy&ecirc;n bản chưa qua sửa chữa. Bao ngon bao chất.b n&agrave;o ưng lh đến nh&agrave; xem xe cụ thể,29000000,https://cdn.okxe.vn/products/369/1195369/1195369_1511656_4._20221205115448_Jx0SNsVN_m_400x400.jpg,Tp. Hà Nội,46
Yamaha NVX 155 ABS 2018,M&igrave;nh cần b&aacute;n chiếc sh việt 125 phanh abs tr&ecirc;n h&igrave;nh .xe nh&agrave; mới mua năm 2021 M&aacute;y m&oacute;c nguy&ecirc;n bản thay dầu định kỳ tại h&atilde;ng giấy tờ ch&iacute;nh chủ .b n&agrave;o c&oacute; nhu cầu mua th&igrave; lh đến nh&agrave; xem cụ thể b nh&eacute;,56800000,https://cdn.okxe.vn/products/368/1195368/1195368_1052653_IMG_E5774_20221205115442_wv8CQL4n_m_400x400.jpg,Tp. Hà Nội,47
Suzuki Husky 125 2021,"Cần b&aacute;n xe husky 125cc m&agrave;u đen m&aacute;y m&oacute;c nguy&ecirc;n bản ch&iacute;nh chủ đăng k&iacute; 2021, m&igrave;nh k c&oacute; nhu cầu đi đến nữa cần b&aacute;n lại cho ai c&oacute; nhu cầu . m&aacute;y m&oacute;c đồ đạc zin 100%.mua b&aacute;n tại nh&agrave; ri&ecirc;ng",19000000,https://cdn.okxe.vn/products/367/1195367/1195367_1818_2._20221205115419_MbqHIPSH_m_400x400.jpg,Tp. Hà Nội,48
Honda Wave Alpha 110 2021,"Xe m&igrave;nh 1 đời chủ sử dụng, chuẩn ảnh đăng. M&igrave;nh mua mới n&ecirc;n c&ograve;n đủ 2 gương 2 kh&oacute;a theo xe. M&igrave;nh &iacute;t đi xe m&aacute;y n&ecirc;n b&aacute;n lại nhanh cho bạn n&agrave;o cần xe, rẻ hơn rất nhiều so với xe H&atilde;ng.",13600000,https://cdn.okxe.vn/products/366/1195366/1195366_186289_IMG_E2595_20221205115344_8GIzzd0R_m_400x400.jpg,Tp. Hà Nội,49
Honda Vision 110 2020,"Cần b&aacute;n Honda Vision 110 m&agrave;u xanh đ&aacute; kh&oacute;a smartkey 2020,xe m&igrave;nh vẫn d&aacute;n nilon kh&ocirc;ng bị xước, m&igrave;nh c&ograve;n giữ đủ 2 ch&igrave;a kh&oacute;a gương,ai c&oacute; nhu cầu xin LH. xem xe tại nh&agrave; ri&ecirc;ng gi&aacute; c&oacute; bớt",24400000,https://cdn.okxe.vn/products/365/1195365/1195365_1232_IMG_E4197_20221205115341_LBfeY8rC_m_400x400.jpg,Tp. Hà Nội,50
Suzuki GD 110 2022,"Minh muốn b&aacute;n lại chiếc xe m&aacute;y nhập khẩu ch&iacute;nh h&atilde;ng. Xe như mới bảo h&agrave;nh m&aacute;y ZIN chạy tốt, ĐI chơi đi phượt thoải m&aacute;i. Xe chạy nhẹ nh&agrave;ng m&igrave;nh c&oacute; bảo dưỡng định kỳ. Ai mua xe li&ecirc;n hệ m&igrave;nh.",22500000,https://cdn.okxe.vn/products/364/1195364/1195364_847289_IMG_E9527_20221205115323_ypZ0y6YJ_m_400x400.jpg,Tp. Hà Nội,51
Yamaha NVX 155 ABS 2020,"Cần b&aacute;n Yamaha NVX 155 ABS  2020 biển HN,xe vẫn đầy 2 gương ch&igrave;a kh&oacute;a theo xe nilong d&aacute;n k&iacute;n xe n&ecirc;n k một vết xước .ai c&oacute; nhu cầu alo",27000000,https://cdn.okxe.vn/products/363/1195363/1195363_911586_z3678542247333_fd67bf101599f984f065d43fd939cd79_20221205115322_SFTSUdVk_m_400x400.jpg,Tp. Hà Nội,52
Yamaha TFX 150 2021,do nhu cầu đổi xe ga cho vợ m&igrave;nh c&oacute; chiếc xe m&aacute;y muốn nhượng lại cho ai c&oacute; nhu cầu xe ngon m&aacute;y &ecirc;m chạy bốc điện đ&egrave;n c&ograve;i đề xi nhan đầy đủ dầu m&aacute;y mới thay. mua b&aacute;n tại nh&agrave;,31500000,https://cdn.okxe.vn/products/362/1195362/1195362_956516_IMG_E6338_20221205115319_i6SVx5CN_m_400x400.jpg,Tp. Hà Nội,53
Honda Wave Alpha 110 2009,"b&aacute;n wave 110 hq li&ecirc;n doanh, đẹp mới m&aacute;y &ecirc;m lợi xăng gi&aacute; 6.2 triệu, giấy tờ đủ, đi mua alo 0967971028 tphcm
đến 31 trương phước phan quận b&igrave;nh t&acirc;n, chung cư ho&agrave;ng kim thế gia gọi điện đ&oacute;n",6200000,https://cdn.okxe.vn/products/361/1195361/1195361_3238_IMG_1667980272490_1667983160696_20221205115315_HyuoaZKE_m_400x400.jpg,Tp. Hồ Chí Minh,54
Piaggio Vespa LX 2019,"Cần bán xe chính chủ ,máy móc nguyên bản tuyệt đối, giấy tờ đầy đủ, xe vừa bóc nilon nên còn cực đẹp, giá ae nào có nhu cầu liên hệ",21000000,https://cdn.okxe.vn/products/360/1195360/1195360_1048762_3._20221205115306_kEcyDgTa_m_400x400.jpg,Tp. Hà Nội,55
Yamaha Jupiter FI 2016,"M&igrave;nh đang cần b&aacute;n chiếc xe n&agrave;y, xe giấy tờ đầy đủ,nguồn gốc r&otilde; r&agrave;ng
M&aacute;y m&oacute;c đi ngon
Xin lh trực tiếp cho m&igrave;nh&mdash;
Xe chuẩn h&igrave;nh ảnh v&agrave; gi&aacute; đưa l&ecirc;n n&ecirc;n ạh chị y&ecirc;n t&acirc;m",11000000,https://cdn.okxe.vn/products/359/1195359/1195359_186289_IMG_E2662_20221205115243_tQSFxjpf_m_400x400.jpg,Tp. Hà Nội,56
Piaggio Vespa S125 i.e 2014,"led,h&igrave;nh thức mới xe bảo dưỡng thường xuy&ecirc;n rất tốt mọi thứ hoạt động b&igrave;nh thường xe ch&iacute;nh chủ mua b&aacute;n tại nh&agrave; ai c&oacute; nhu cầu li&ecirc;n hệ m&igrave;nh.",14000000,https://cdn.okxe.vn/products/358/1195358/1195358_2481_1._20221205115234_aubXPjtX_m_400x400.jpg,Tp. Hà Nội,57
Yamaha NVX 155 ABS 2019,B&aacute;n Yamaha NVX 155 ABS m&agrave;u đen nh&aacute;m kh&oacute;a smartkey mua năm 2019.Mua b&aacute;n tại nh&agrave; c&oacute; bớt cho ae nhiệt t&igrave;nh qua xem.Xe bảo h&agrave;nh an ninh sang t&ecirc;n đổi chủ thoải m&aacute;i,26800000,https://cdn.okxe.vn/products/357/1195357/1195357_1052653_IMG_E1456_20221205115206_ss2PXrEi_m_400x400.jpg,Tp. Hà Nội,58
Honda Vision 110 2014,"Do cần tiền kinh doanh n&ecirc;n m&igrave;nh b&aacute;n gấp con xe n&agrave;y đi. Xe m&igrave;nh đẹp như mới, đi rất giữ g&igrave;n. M&aacute;y m&oacute;c zin, nguy&ecirc;n bản từng con ốc. A C e n&agrave;o quan t&acirc;m th&igrave; li&ecirc;n hệ!",12000000,https://cdn.okxe.vn/products/356/1195356/1195356_1850_z3857038802600_e7ab5fb3676830ff92fb354c6a7c7b73_20221205115203_57FYeo47_m_400x400.jpg,Tp. Hà Nội,59
Piaggio Zip 100 2018,"Cần b&aacute;n Piaggio Zip việt m&agrave;u trắng biển HN. H&igrave;nh thức d&aacute;n nilon từ mới, tem m&aacute;c zin , m&aacute;y m&oacute;c ko lỗi lầm g&igrave;.Xe đi giữ g&igrave;n v&agrave; bảo dưỡng cẩn thận n&ecirc;n ah chị y&ecirc;n t&acirc;m về chất lượng gi&aacute; cả mua b&aacute;n c&oacute; thoả thuận",9500000,https://cdn.okxe.vn/products/355/1195355/1195355_1232_IMG_E6968_20221205115202_QyjQO9tt_m_400x400.jpg,Tp. Hà Nội,60
MV Agusta Dragster 800 2021,"Xe m&igrave;nh c&ograve;n đầy đủ phụ kiện theo xe, M&igrave;nh mua xe tại ch&iacute;nh h&atilde;ng c&ograve;n đầy đủ giấy tờ mua b&aacute;n theo xe. Nay n&acirc;ng đời d&ograve;ng xe mới ph&acirc;n khối cao hơn muốn b&aacute;n lại cho bạn n&agrave;o ưng e, Mua b&aacute;n alo trực tiếp m&igrave;nh.",16500000,https://cdn.okxe.vn/products/354/1195354/1195354_847289_IMG_1574_20221205115153_dDYbw08l_m_400x400.jpg,Tp. Hà Nội,61
Suzuki GZ 150A 2021,Cần b&aacute;n Suzuki GZ 150A m&agrave;u đen mua năm 2021. Xe m&igrave;nh ch&iacute;nh chủ đi giữ rất cẩn thận mọi thứ c&ograve;n hoạt động đầy đủ chạy &ecirc;m tiết kiệm xăng m&igrave;nh vẫn đang d&aacute;n nilon đầy đủ b n&agrave;o c&oacute; nhu cầu lh đến nh&agrave; xem xe cụ thể nh&eacute;,42300000,https://cdn.okxe.vn/products/353/1195353/1195353_654012_1._20221205115149_owsFfWfC_m_400x400.jpg,Tp. Hà Nội,62
Honda LEAD 125 FI 2019,"Honda Lead 125 bản đặc biệt 2019
Biển : 29F1-479.32
Km đ&atilde; đi : 7000 Km
Thời gian bảo h&agrave;nh : 1 năm
Gi&aacute; b&aacute;n : 39.000.000 VNĐ
Đổi xe kh&ocirc;ng t&iacute;nh ph&iacute; trong 7 ng&agrave;y
------------------------------------------------------
#Xemaydanghoa
- Hỗ trợ trả g&oacute;p qua thẻ t&iacute;n dụng.
- Check gốc 64 tỉnh th&agrave;nh.
Call - zalo : 0912809391 &ndash; 0989118181
ⓔ : xemaydanghoa.com/
FB : facebook.com/xemaydanghoa
Nh&oacute;m cộng t&aacute;c vi&ecirc;n b&aacute;n h&agrave;ng : zalo.me/g/rssckz283
Đ/chỉ : 48 ng&otilde; 12 Nguyễn văn huy&ecirc;n - cầu giấy - H&agrave; Nội.
-----------------------------------------------------
- Chế độ bảo h&agrave;nh từ 1 th&aacute;ng đến 3 năm.
- Bảo h&agrave;nh tận nơi cho kh&aacute;ch trong nội th&agrave;nh h&agrave; nội.
- Hỗ trợ mua b&aacute;n trao đổi xe với gi&aacute; cao cho kh&aacute;ch mua b&aacute;n tại cửa h&agrave;ng.
- Đổi xe trong 7 ng&agrave;y đầu nếu kh&aacute;ch kh&ocirc;ng ưng &yacute;.
- C&oacute; dịch vụ vận chuyển sau mua h&agrave;ng cho kh&aacute;ch.
- Thanh to&aacute;n online,quẹt thẻ nhanh gọn.
- - Cam kết chất lượng xe: xe kh&ocirc;ng tai nạn, kh&ocirc;ng bổ m&aacute;y, số khung số m&aacute;y nguy&ecirc;n bản theo Giấy Đăng K&yacute;, kh&ocirc;ng đục th&aacute;o sửa chữa.
- Cam kết ph&aacute;p l&yacute; xe: xe đảm bảo giấy tờ v&agrave; sang t&ecirc;n được cho người mua.
- Cam kết Xe đặt cọc:
1. Xe Kh&ocirc;ng đ&acirc;m đụng, tai nạn ảnh hưởng đến kết cấu, khung gầm v&agrave; t&iacute;nh năng vận h&agrave;nh
2. Xe kh&ocirc;ng bị đại tu động cơ, hộp số
3. Xe c&oacute; Giấy tờ hợp ph&aacute;p, kh&ocirc;ng c&oacute; tranh chấp ph&aacute;p l&yacute;, Nguồn gốc r&otilde; r&agrave;ng, đủ điều kiện sang t&ecirc;n.
4. Odo sai lệch kh&ocirc;ng qu&aacute; 5.000km
5. Biển số xe: xxxxx
Nghĩa vụ b&ecirc;n b&aacute;n:
6. Giữ xe trong v&ograve;ng 15 ng&agrave;y",39000000,https://cdn.okxe.vn/products/352/1195352/1195352_919_z3400445421314_3c09c862180823f1faecb8e000c12c85_20221205115143_zRUo7uYv_m_400x400.jpg,Tp. Hà Nội,63
Honda Future 125 2018,"Nh&agrave; m&igrave;nh kh&ocirc;ng c&oacute; nhu cầu sử dụng nữa n&ecirc;n b&aacute;n lại chiếc xe honda chạy vẫn tốt, xe đẹp m&aacute;y m&oacute;c nguy&ecirc;n bản hết.
M&igrave;nh đi n&ecirc;n c&oacute; d&aacute;n nilong k&iacute;n xe. H&igrave;nh thức vẫn nguy&ecirc;n vẹn từ đầu,
Ai mua li&ecirc;n hệ m&igrave;nh",14500000,https://cdn.okxe.vn/products/351/1195351/1195351_186289_IMG_E1939_20221205115138_tvDVeS2z_m_400x400.jpg,Tp. Hà Nội,64
MV Agusta F3 AMG 2021,"Ch&iacute;nh chủ b&aacute;n chiếc xe tay c&ocirc;n như mới, xe đẹp h&igrave;nh thức nguy&ecirc;n bản chưa sửa chữa g&igrave;. M&igrave;nh đi từ đầu n&ecirc;n m&aacute;y m&oacute;c bảo h&agrave;nh, sơn nhựa zin theo xe.
Đồ đạc phụ kiện theo xe vẫn đầy đủ cả, bạn n&agrave;o mua xe alo m&igrave;nh sớm.",11500000,https://cdn.okxe.vn/products/350/1195350/1195350_956516_IMG_E1161_20221205115123_N97CoIq6_m_400x400.jpg,Tp. Hà Nội,65
Yamaha Janus 2019 2022,"B&aacute;n xe ch&iacute;nh chủ gia đ&igrave;nh đi, xe 1 chủ sử dụng từ đầu, m&igrave;nh mua b&aacute;n trực tiếp tại nh&agrave; kh&ocirc;ng qua trung gian.
Xe m&igrave;nh vẫn nguy&ecirc;n bản từ đầu kh&ocirc;ng qua sửa chưa hay thay thế g&igrave;, ai cần alo m&igrave;nh",18000000,https://cdn.okxe.vn/products/349/1195349/1195349_984_z3617329297089_0461962bb819a81870fb573a716d833d_20221205115048_pEtAYRqk_m_400x400.jpg,Tp. Hà Nội,66
Yamaha NVX 155 2018,ch&iacute;nh chủ cần b&aacute;n chiếc xe Yamaha NVX 155 như ảnh. Xe đẹp long lanh t&ocirc;i chỉ đi chợ v&agrave; đưa đ&oacute;n con đi học gần nh&agrave; n&ecirc;n m&aacute;y m&oacute;c y&ecirc;n t&acirc;m về chất lượng bạn n&agrave;o mua xe về chỉ việc đổ xăng v&agrave;o l&agrave; chạy v&igrave; t&ocirc;i vẫn thay dầu bảo dưỡng định kỳ theo quy định.,23000000,https://cdn.okxe.vn/products/348/1195348/1195348_186289_IMG_E6711_20221205115035_u5rD7EPC_m_400x400.jpg,Tp. Hà Nội,67
Yamaha Exciter 135 2015,"Cần b&aacute;n chiếc exciter 135 như h&igrave;nh giấy tờ đầy đủ m&aacute;y chất biển h&agrave; nội xe đẹp
Ace n&agrave;o cần alo trực tiếp e",13200000,https://cdn.okxe.vn/products/347/1195347/1195347_1048762_5._20221205115032_UAt9NZKb_m_400x400.jpg,Tp. Hà Nội,68
Honda MSX 125 2020,"Cần b&aacute;n Honda MSX 125 Đ&egrave;n LED m&agrave;u đen nh&aacute;m 2020. Xe vẫn đi ngon v&agrave; bảo dưỡng tại h&atilde;ng n&ecirc;n mọi người y&ecirc;n t&acirc;m
Mua b&aacute;n v&agrave; xem xe tại nh&agrave; lu&ocirc;n",20000000,https://cdn.okxe.vn/products/346/1195346/1195346_1232_IMG_E2092_20221205115011_Q3sVZ72J_m_400x400.jpg,Tp. Hà Nội,69
Honda Wave Alpha 100 2014,"Xe chuẩn hình ảnh 100%
Máy móc nguyên bản , giấy tờ đầy đủ ,
Xe hoạt động bình thường không có lỗi nhỏ
Mua liên hệ m&igrave;nh nh&eacute;",9000000,https://cdn.okxe.vn/products/345/1195345/1195345_1081_2._20221205115002_7d6yYX7G_m_400x400.jpg,Tp. Hà Nội,70
Honda Winner X 150 2022,"Muốn b&aacute;n cho người nhu cầu mua về sử dụng, cam kết tuyệt đối y&ecirc;n t&acirc;m về chất lượng. Ai thực sự cần vui l&ograve;ng gọi trực tiếp, , xe biển 29 , ch&iacute;nh chủ viết giấy b&aacute;n . cần tiền giả nợ b&aacute;n . ai c&oacute; nhu cầu mua th&igrave; qua nh&agrave; xem xe trực tiếp",28600000,https://cdn.okxe.vn/products/343/1195343/1195343_847289_IMG_E7639_20221205114940_rOJRNvD4_m_400x400.jpg,Tp. Hà Nội,71
Honda Wave Alpha RSX 2016,"Xe c&ograve;n rất đẹp. V&igrave; t&ocirc;i l&agrave; c&ocirc;ng chức l&agrave;m việc gần nh&agrave; n&ecirc;n đi lại rất &iacute;t.Bạn n&agrave;o mua về th&igrave; qu&aacute; y&ecirc;n t&acirc;m về chất lượng xe ch&iacute;nh chủ sử dụng hỗ chợ sang t&ecirc;n đổi chủ dễ d&agrave;ng.
xem xe tại nh&agrave; ri&ecirc;ng",7500000,https://cdn.okxe.vn/products/342/1195342/1195342_956516_IMG_E8751_20221205114922_rVjzi0Cn_m_400x400.jpg,Tp. Hà Nội,72
Honda Super Cub 50 2021,"Cần b&aacute;n Honda CUB 50cc đăng k&yacute; năm 2021 biển 29AA .H&igrave;nh thức m&aacute;y m&oacute;c zin hết, xe đi giữ g&igrave;n n&ecirc;n về chất lượng th&igrave; ah chị cứ y&ecirc;n t&acirc;m,Mua b&aacute;n v&agrave; xem xe tại nh&agrave; m&igrave;nh lu&ocirc;n",7500000,https://cdn.okxe.vn/products/341/1195341/1195341_1867_6._20221205114919_fHX2hv24_m_400x400.jpg,Tp. Hà Nội,73
Yamaha Janus 2019,"Cần b&aacute;n Yamaha Janus 125 m&agrave;u trắng mua năm 2019 biển 29, xe đi rất bốc v&agrave; đầm xe, c&ograve;n đầy đủ 2 gương 2 ch&igrave;a kh&oacute;a theo xe. ai c&oacute; nhu cầu gọi cho m&igrave;nh, k nt nh&eacute;. cảm ơn.",15500000,https://cdn.okxe.vn/products/340/1195340/1195340_1232_IMG_E2402_20221205114917_sZ38Bohw_m_400x400.jpg,Tp. Hà Nội,74
Piaggio Liberty 125 2016,"Xe nữ sử dụng &iacute;t n&ecirc;n c&ograve;n rất mới m&aacute;y nổ &ecirc;m chưa sửa chữa g&igrave; sử dụng tiết kiệm xăng , anh chị ai c&oacute; nhu cầu mua xe đi l&agrave;m gọi trực tiếp cho em nh&eacute;.",8600000,https://cdn.okxe.vn/products/339/1195339/1195339_1052700_IMG_9255_20221205114909_75OcCLM0_m_400x400.jpg,Tp. Hà Nội,75
Yamaha Mio Ultimo 2010,cần b&aacute;n xe mio ultimo m&agrave;u đen . b&aacute;nh m&acirc;m thắng đĩa. xe ch&iacute;nh hảng yamaha. m&aacute;y &ecirc;m ru. nước sơn zin. xe nh&agrave; sd kĩ. mọi chức năng c&ograve;n okAi cần lh mk,6700000,https://cdn.okxe.vn/products/338/1195338/1195338_582710_beauty_20221201110330_20221205114902_eKWqi5r7_m_400x400.jpg,Tp. Hồ Chí Minh,76
Yamaha Freego 125 2022,"Ch&iacute;nh chủ b&aacute;n chiếc xe tay gas kh&oacute;a smartkey, xe đẹp chuẩn h&igrave;nh ảnh, th&ocirc;ng tin xe như m&igrave;nh đăng m&aacute;y &ecirc;m chạy tốt. m&igrave;nh đi giữ g&igrave;n c&oacute; thay dầu bảo dưỡng thường xuy&ecirc;n, Ai mua xe li&ecirc;n hệ trực tiếp",26500000,https://cdn.okxe.vn/products/337/1195337/1195337_1261_z3603803752908_72ce75bebdda34126a4af4897d18a3cd_20221205114900_MqfxVCFP_m_400x400.jpg,Tp. Hà Nội,77
Honda Air Blade 125 FI 2013,"Honda Air blade 125 2013
Biển : 29L1-314.20
Km đ&atilde; đi : 20000 Km
Thời gian bảo h&agrave;nh : 1 năm
Gi&aacute; b&aacute;n : 24.500.000 VNĐ
Đổi xe kh&ocirc;ng t&iacute;nh ph&iacute; trong 7 ng&agrave;y
------------------------------------------------------
#Xemaydanghoa
- Hỗ trợ trả g&oacute;p qua thẻ t&iacute;n dụng.
- Check gốc 64 tỉnh th&agrave;nh.
Call - zalo : 0912809391 &ndash; 0989118181
ⓔ : xemaydanghoa.com/
FB : facebook.com/xemaydanghoa
Nh&oacute;m cộng t&aacute;c vi&ecirc;n b&aacute;n h&agrave;ng : zalo.me/g/rssckz283
Đ/chỉ : 48 ng&otilde; 12 Nguyễn văn huy&ecirc;n - cầu giấy - H&agrave; Nội.
-----------------------------------------------------
- Chế độ bảo h&agrave;nh từ 1 th&aacute;ng đến 3 năm.
- Bảo h&agrave;nh tận nơi cho kh&aacute;ch trong nội th&agrave;nh h&agrave; nội.
- Hỗ trợ mua b&aacute;n trao đổi xe với gi&aacute; cao cho kh&aacute;ch mua b&aacute;n tại cửa h&agrave;ng.
- Đổi xe trong 7 ng&agrave;y đầu nếu kh&aacute;ch kh&ocirc;ng ưng &yacute;.
- C&oacute; dịch vụ vận chuyển sau mua h&agrave;ng cho kh&aacute;ch.
- Thanh to&aacute;n online,quẹt thẻ nhanh gọn.
- - Cam kết chất lượng xe: xe kh&ocirc;ng tai nạn, kh&ocirc;ng bổ m&aacute;y, số khung số m&aacute;y nguy&ecirc;n bản theo Giấy Đăng K&yacute;, kh&ocirc;ng đục th&aacute;o sửa chữa.
- Cam kết ph&aacute;p l&yacute; xe: xe đảm bảo giấy tờ v&agrave; sang t&ecirc;n được cho người mua.
- Cam kết Xe đặt cọc:
1. Xe Kh&ocirc;ng đ&acirc;m đụng, tai nạn ảnh hưởng đến kết cấu, khung gầm v&agrave; t&iacute;nh năng vận h&agrave;nh
2. Xe kh&ocirc;ng bị đại tu động cơ, hộp số
3. Xe c&oacute; Giấy tờ hợp ph&aacute;p, kh&ocirc;ng c&oacute; tranh chấp ph&aacute;p l&yacute;, Nguồn gốc r&otilde; r&agrave;ng, đủ điều kiện sang t&ecirc;n.
4. Odo sai lệch kh&ocirc;ng qu&aacute; 5.000km
5. Biển số xe: xxxxx
Nghĩa vụ b&ecirc;n b&aacute;n:
6. Giữ xe trong v&ograve;ng 15 ng&agrave;y",24500000,https://cdn.okxe.vn/products/336/1195336/1195336_919_z3934966058933_02fff5327f0ea3cebd4bcf4820af5644_20221205114856_Wmndb2YO_m_400x400.jpg,Tp. Hà Nội,78
Honda Wave Alpha RSX 2020,"Cần b&aacute;n xe Wave RSX 110 m&agrave;u Đen như h&igrave;nh. M&aacute;y m&oacute;c nguy&ecirc;n bản, h&igrave;nh thức c&ograve;n mới, bảo dưỡng thường xuy&ecirc;n,sd giữ g&igrave;n cẩn thận. Biển HN, giấy tờ đầy đủ.Mn mua xe lh ngay cho em ạ.",13300000,https://cdn.okxe.vn/products/335/1195335/1195335_1232_IMG_E1458_20221205114829_1cORP1x5_m_400x400.jpg,Tp. Hà Nội,79
Yamaha Exciter 150 RC 2020,"M&igrave;nh đang đi Eeciter 150 đk 2020 do m&igrave;nh đang cần tiền muốn nhượng lại chiếc xe cho bạn n&agrave;o c&ugrave;ng đam m&ecirc; chạy tay c&ocirc;n xe m&igrave;nh đi &iacute;t đi giữ m&igrave;nh chịu chăm ch&uacute;t xe bạn n&agrave;o mua xe của m&igrave;nh y&ecirc;n t&acirc;m chất lượng xe nh&eacute;
Thiện ch&iacute; gọi m qua nh&agrave; xem cảm ơn",27600000,https://cdn.okxe.vn/products/334/1195334/1195334_1727_1._20221205114807_u92gCxoG_m_400x400.jpg,Tp. Hà Nội,80
Honda Dream 100 2007,Nh&agrave; thừa xe kh&ocirc;ng d&ugrave;ng đến nữa n&ecirc;n t&ocirc;i muốn b&aacute;n lại chiếc xe n&agrave;y. Xe đi giữ g&igrave;n cẩn thận từ đầu n&ecirc;n m&aacute;y c&ograve;n rất ngon chạy căng đ&eacute;t ch&iacute;nh chủ sang t&ecirc;n lu&ocirc;n cho ai c&oacute; nhu cầu,12500000,https://cdn.okxe.vn/products/333/1195333/1195333_1658_z3513644245729_1396fc290088eff226a391600e6faa7b_20221205114803_XDzh22MS_m_400x400.jpg,Tp. Hà Nội,81
Honda LEAD 125 FI 2019,M&igrave;nh c&oacute; chiếc xe lead 125 FI đen nh&aacute;m n&agrave;y cần b&aacute;n xe c&ograve;n nguy&ecirc;n bản Đky ch&iacute;nh chủ m&aacute;y m&oacute;c đi Ngon v&agrave; rất tiết kiệm xăng nay ko c&oacute; nhu cầu n&ecirc;n b&aacute;n xe đi thường xuy&ecirc;n bảo dưỡng v&agrave; thay dầu định kỳ n&ecirc;n ah chị y&ecirc;n t&acirc;m ai mua lh đến nh&agrave; xem xe cụ thể,26500000,https://cdn.okxe.vn/products/332/1195332/1195332_1052653_IMG_E5534_20221205114803_GugzQuPI_m_400x400.jpg,Tp. Hà Nội,82
Piaggio Vespa 125 2016,"Cần b&aacute;n xe mới như h&igrave;nh m&aacute;y m&oacute;c &ecirc;m bốc nguy&ecirc;n bản,xe gia đ&igrave;nh sử dụng do đổi xe n&ecirc;n b&aacute;n lại cho ai cần xe được bảo dưỡng đầy đủ mua b&aacute;n tại nh&agrave;,anh chị em mua Alo m&igrave;nh",12000000,https://cdn.okxe.vn/products/331/1195331/1195331_1511635_3._20221205114751_FJKeU284_m_400x400.jpg,Tp. Hà Nội,83
Piaggio Medley 125 2018,Cần b&aacute;n Piaggio Medley 125 3vie phanh ABS m&agrave;u trắng .Máy móc nguyên bản hết. Xe đi ngon và rất tiết kiệm xăng.Ai có nhu cầu xin li&ecirc;n hệ ạ.,36000000,https://cdn.okxe.vn/products/330/1195330/1195330_186289_IMG_E9087_20221205114744_P4AJugYe_m_400x400.jpg,Tp. Hà Nội,84
